personDocumentTypeName;year;region_name;koatuu_name;university_name;university_id;university_parent_id;university_financing_type_name;university_governance_type_name;graduates_fulltime;graduates_partime
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;КІЦМАНЬ;Кіцманський коледж Подільського державного аграрно-технічного університету;970;177;Державна;Міністерство освіти і науки України;109;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Чернівецька філія Товариства з обмеженою відповідальністю Львівський медичний фаховий коледж "Монада";977;950;Приватна;Без підпорядкування;28;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;НОВОСЕЛИЦЯ;Новоселицький медичний фаховий коледж;1005;;Комунальна;Обласна рада;54;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ХОТИН;Хотинський коледж Подільського державного аграрно-технічного університету;1029;177;Державна;Міністерство освіти і науки України;90;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;СТОРОЖИНЕЦЬ;Сторожинецький лісовий коледж;1052;;Державна;Міністерство освіти і науки України;38;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ЧЕРНІВЦІ;Державний вищий навчальний заклад "Чернівецький транспортний коледж";1279;;Державна;Міністерство освіти і науки України;129;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Відокремлений структурний підрозділ «Фаховий коледж Чернівецького національного університету імені Юрія Федьковича»;1287;61;Державна;Міністерство освіти і науки України;276;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ЧЕРНІВЦІ;Педагогічний фаховий коледж Чернівецького національного університету ім. Ю. Федьковича;1320;;Комунальна;Департамент освіти і науки Чернівецької обласної державної адміністрації;2;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Фаховий коледж Приватного вищого навчального закладу "Буковинський університет";1536;128;Приватна;Без підпорядкування;30;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ПЕРШОТРАВНЕВИЙ;Вище професійне художнє училище №5 м. Чернівці;1798;;Державна;Департамент освіти і науки Чернівецької обласної державної адміністрації;13;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ЧЕРНІВЦІ;Чернівецьке вище професійне училище радіоелектроніки;1978;;Державна;Департамент освіти і науки Чернівецької обласної державної адміністрації;11;0
Студентський квиток;2020;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Чернівецьке вище комерційне училище Київського національного торговельно - економічного університету;2457;196;Державна;Міністерство освіти і науки України;30;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Національний університет "Чернігівська політехніка";140;;Державна;Міністерство освіти і науки України;1562;1
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НІЖИН;Ніжинський державний університет імені Миколи Гоголя;155;;Державна;Міністерство освіти і науки України;417;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Національний університет "Чернігівський колегіум" імені Т.Г. Шевченка;158;;Державна;Міністерство освіти і науки України;752;1
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НІЖИН;Відокремлений підрозділ Національного університету біоресурсів і природокористування України "Ніжинський агротехнічний інститут";299;7;Державна;Міністерство освіти і науки України;183;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;БОРЗНА;Борзнянський державний сільськогосподарський технікум;390;;Державна;Міністерство освіти і науки України;47;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;БОБРОВИЦЯ;Відокремлений структурний підрозділ "Бобровицький фаховий коледж імені О. Майнової Національного університету біоресурсів і природокористування України";406;7;Державна;Міністерство освіти і науки України;78;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НІЖИН;Комунальний заклад "Ніжинський фаховий коледж культури і мистецтв імені Марії Заньковецької" Чернігівської обласної ради;673;;Комунальна;Департамент культури і туризму, національностей та релігій Чернігівської обласної державної адміністрації;87;6
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НІЖИН;Комунальний заклад «Ніжинський фаховий медичний коледж» Чернігівської обласної ради;674;;Комунальна;Управління охорони здоров’я Чернігівської обласної державної адміністрації;112;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ПРИЛУКИ;Комунальний заклад "Прилуцький фаховий медичний коледж" Чернігівської обласної ради;721;;Комунальна;Управління охорони здоров’я Чернігівської обласної державної адміністрації;71;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ПРИЛУКИ;Комунальний заклад "Прилуцький гуманітарно-педагогічний фаховий коледж імені Івана Франка" Чернігівської обласної ради;722;;Комунальна;Управління освіти і науки Чернігівської обласної державної адміністрації;137;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;СОСНИЦЯ;Сосницький сільськогосподарський технікум бухгалтерського обліку;764;;Державна;Міністерство освіти і науки України;28;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Комунальний заклад «Чернігівський фаховий музичний коледж ім. Л. М. Ревуцького» Чернігівської обласної ради;846;;Комунальна;Управління освіти і науки Чернігівської обласної державної адміністрації;96;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Комунальний заклад "Чернігівський базовий фаховий медичний коледж" Чернігівської обласної ради;847;;Комунальна;Управління охорони здоров’я Чернігівської обласної державної адміністрації;191;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Чернігівський кооперативний фаховий коледж Чернігівської облспоживспілки;848;;Приватна;Укоопспілка;53;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НОВОЗАВОДСЬКИЙ;Відокремлений структурний підрозділ "Чернігівський фаховий коледж інженерії та дизайну Київського національного університету технологій та дизайну";849;307;Державна;Міністерство освіти і науки України;101;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Академія Державної пенітенціарної служби;850;;Державна;Міністерство юстиції України;87;3
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ОСТЕР;Остерський коледж будівництва та дизайну;925;;Державна;Міністерство освіти і науки України;53;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ПРИЛУКИ;Прилуцький агротехнічний коледж;938;;Державна;Міністерство освіти і науки України;23;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;КОЗЕЛЕЦЬ;Відокремлений структурний підрозділ «Козелецький фаховий коледж ветеринарної медицини Білоцерківського національного аграрного університету»;990;362;Державна;Міністерство освіти і науки України;62;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НОВГОРОД-СІВЕРСЬКИЙ;Комунальний заклад «Новгород-Сіверський фаховий медичний коледж» Чернігівської обласної ради;1021;;Комунальна;Управління охорони здоров’я Чернігівської обласної державної адміністрації;60;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НОВОЗАВОДСЬКИЙ;Відокремлений структурний підрозділ "Фаховий коледж економіки і технологій Національного університету "Чернігівська політехніка";1222;140;Державна;Міністерство освіти і науки України;247;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Чернігівський інститут інформації, бізнесу і права Закладу вищої освіти "Міжнародний науково-технічний університет імені академіка Юрія Бугая";1369;195;Приватна;Без підпорядкування;8;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НОВОЗАВОДСЬКИЙ;Державний професійно-технічний навчальний заклад "Чернігівське вище професійне училище побутового обслуговування";1834;;Державна;Міністерство освіти і науки України;13;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;комунальний заклад "Чернігівське вище професійне училище" Чернігівської обласної ради;1837;;Комунальна;Управління освіти і науки Чернігівської обласної державної адміністрації;4;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;НІЖИН;Відокремлений структурний підрозділ "Ніжинський фаховий коледж Національного університету біоресурсів і природокористування України";2642;7;Державна;Міністерство освіти і науки України;194;0
Студентський квиток;2020;ЧЕРНІГІВСЬКА ОБЛАСТЬ;ДЕСНЯНСЬКИЙ;Відокремлений структурний підрозділ "Фаховий коледж транспорту та комп`ютерних технологій Національного університету "Чернігівська політехніка";2646;140;Державна;Міністерство освіти і науки України;289;0
Студентський квиток;2021;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Вінницький кооперативний інститут;256;;Приватна;Укоопспілка;9;0
Студентський квиток;2021;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Фаховий коледж економіки і права Вінницького кооперативного інституту;1296;256;Приватна;Укоопспілка;1;0
Студентський квиток;2021;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Приватний вищий навчальний заклад "Вінницький інститут конструювання одягу і підприємництва";1387;;Приватна;Без підпорядкування;1;0
Студентський квиток;2021;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Комунальний заклад вищої освіти "Вінницька академія безперервної освіти";1396;;Комунальна;Департамент гуманітарної політики Вінницької обласної державної адміністрації;11;0
Студентський квиток;2021;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Відокремлений структурний підрозділ «Вінницький фаховий коледж економіки та підприємництва Західноукраїнського національного університету»;1730;171;Державна;Міністерство освіти і науки України;4;0
Студентський квиток;2021;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницьке вище професійне училище Департаменту поліції охорони;2054;;Державна;Департамент гуманітарної політики Вінницької обласної державної адміністрації;67;0
Студентський квиток;2021;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Луцький кооперативний коледж Львівського торговельно-економічного університету;623;16;Приватна;Укоопспілка;112;2
Студентський квиток;2021;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Луцький коледж рекреаційних технологій і права;1044;;Приватна;Без підпорядкування;4;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Національна металургійна академія України;134;;Державна;Міністерство освіти і науки України;13;1
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Державний вищий навчальний заклад "Український державний хіміко-технологічний університет";216;;Державна;Міністерство освіти і науки України;14;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Державний навчальний заклад "Дніпровський транспортно-економічний коледж";460;;Державна;Міністерство освіти і науки України;4;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Дніпровський державний коледж будівельно-монтажних технологій та архітектури;478;;Державна;Міністерство освіти і науки України;6;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;КРИВИЙ РІГ;Комунальний заклад «Криворізький обласний фаховий музичний коледж» Дніпропетровської обласної ради»;575;;Комунальна;Департамент освіти і науки Дніпропетровської обласної державної адміністрації;3;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ЗАВОДСЬКИЙ;Відокремлений структурний підрозділ "Техніко-економічний фаховий коледж Дніпровського державного технічного університету";931;1254;Державна;Міністерство освіти і науки України;7;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Комунальний вищий навчальний заклад "Дніпропетровська академія музики ім. М. Глінки" Дніпропетровської обласної ради";1265;;Комунальна;Департамент освіти і науки Дніпропетровської обласної державної адміністрації;2;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Вищий навчальний заклад "Університет імені Альфреда Нобеля";1271;;Приватна;Без підпорядкування;30;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Відокремлений структурний підрозділ "Фаховий музичний коледж" комунального вищого навчального закладу "Дніпропетровська академія музики ім. М.Глінки" Дніпропетровської обласної ради";3083;1265;Комунальна;Департамент освіти і науки Дніпропетровської обласної державної адміністрації;3;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;НІКОПОЛЬ;Комунальний заклад "Нікопольський фаховий педагогічний коледж" Дніпропетровської обласної ради ";3913;;Комунальна;Обласна рада;39;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Приватний заклад вищої освіти "Дніпровський інститут медицини та громадського здоров''я";4250;;Приватна;Без підпорядкування;3;0
Студентський квиток;2021;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;КРИВИЙ РІГ;«Український політехнічний технікум Державного університету економіки і технологій»;5726;5707;Державна;Міністерство освіти і науки України;50;0
Студентський квиток;2021;ДОНЕЦЬКА ОБЛАСТЬ;ЛИМАН;Донецький національний медичний університет;4;;Державна;Міністерство охорони здоров`я України;44;0
Студентський квиток;2021;ДОНЕЦЬКА ОБЛАСТЬ;МАРІУПОЛЬ;Маріупольський державний університет;19;;Державна;Міністерство освіти і науки України;33;32
Студентський квиток;2021;ДОНЕЦЬКА ОБЛАСТЬ;ПОКРОВСЬК;Державний вищий навчальний заклад "Донецький національний технічний університет";202;;Державна;Міністерство освіти і науки України;5;1
Студентський квиток;2021;ДОНЕЦЬКА ОБЛАСТЬ;ДРУЖКІВКА;Відокремлений структурний підрозділ "Дружківський житлово-комунальний фаховий коледж Донбаської національної академії будівництва і архітектури";1064;2;Державна;Міністерство освіти і науки України;3;0
Студентський квиток;2021;ЖИТОМИРСЬКА ОБЛАСТЬ;БОГУНСЬКИЙ;Житомирський агротехнічний коледж;510;;Державна;Міністерство освіти і науки України;10;0
Студентський квиток;2021;ЗАКАРПАТСЬКА ОБЛАСТЬ;ХУСТ;Хустський фаховий технічний коледж Товариства сприяння обороні України;960;;Приватна;Товариство сприяння обороні України;1;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ОЛЕКСАНДРІВСЬКИЙ;Запорізький національний університет;73;;Державна;Міністерство освіти і науки України;11;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ЗАПОРІЖЖЯ;Національний університет "Запорізька політехніка";91;;Державна;Міністерство освіти і науки України;102;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;МЕЛІТОПОЛЬ;Таврійський державний агротехнологічний університет імені Дмитра Моторного;148;;Державна;Міністерство освіти і науки України;17;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ОЛЕКСАНДРІВСЬКИЙ;"Класичний приватний університет";198;;Приватна;Без підпорядкування;5;1
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Запорізький авіаційний коледж ім. О.Г. Івченка;518;;Державна;Міністерство освіти і науки України;4;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ЗАПОРІЖЖЯ;Відокремлений структурний підрозділ "Запорізький електротехнічний фаховий коледж Національного університету "Запорізька політехніка";521;91;Державна;Міністерство освіти і науки України;1;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ВОЗНЕСЕНІВСЬКИЙ;Комунальний заклад вищої освіти «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради;827;;Комунальна;Обласна рада;1;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ОЛЕКСАНДРІВСЬКИЙ;Відокремлений структурний підрозділ «Економіко-правничий фаховий коледж Запорізького національного університету»;875;73;Державна;Міністерство освіти і науки України;2;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ЗАПОРІЖЖЯ;Фаховий коледж Класичного приватного університету;3074;198;Приватна;Без підпорядкування;3;0
Студентський квиток;2021;ЗАПОРІЗЬКА ОБЛАСТЬ;ВОЗНЕСЕНІВСЬКИЙ;Відокремлений структурний підрозділ «Запорізький металургійний фаховий коледж Запорізького національного університету»;4290;73;Державна;Міністерство освіти і науки України;2;0
Студентський квиток;2021;КИЇВСЬКА ОБЛАСТЬ;БОГУСЛАВ;Комунальний заклад Київської обласної ради "Богуславський гуманітарний фаховий коледж імені І. С. Нечуя-Левицького";389;;Комунальна;Департамент освіти і науки Київської обласної державної адміністрації;142;0
Студентський квиток;2021;КИЇВСЬКА ОБЛАСТЬ;ЯГОТИН;Яготинський інститут Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";1187;249;Приватна;Без підпорядкування;3;0
Студентський квиток;2021;КИЇВСЬКА ОБЛАСТЬ;ЯГОТИН;Фаховий коледж при Яготинському інституті Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна академія управління персоналом";1400;249;Приватна;Без підпорядкування;1;0
Студентський квиток;2021;КІРОВОГРАДСЬКА ОБЛАСТЬ;КОМПАНІЇВКА;Відокремлений структурний підрозділ «Компаніївський фаховий коледж ветеринарної медицини Білоцерківського національного аграрного університету»;571;362;Державна;Міністерство освіти і науки України;1;0
Студентський квиток;2021;КІРОВОГРАДСЬКА ОБЛАСТЬ;ОЛЕКСАНДРІЯ;Відокремлений структурний підрозділ «Олександрійський аграрний фаховий коледж Білоцерківського національного аграрного університету»;702;362;Державна;Міністерство освіти і науки України;2;0
Студентський квиток;2021;КІРОВОГРАДСЬКА ОБЛАСТЬ;ФОРТЕЧНИЙ;Центральноукраїнський інститут Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";1182;249;Приватна;Без підпорядкування;2;0
Студентський квиток;2021;ЛУГАНСЬКА ОБЛАСТЬ;СЄВЄРОДОНЕЦЬК;Вище професійне училище № 92 м. Сєвєродонецька;2315;;Державна;Міністерство освіти і науки України;1;0
Студентський квиток;2021;ЛЬВІВСЬКА ОБЛАСТЬ;ГАЛИЦЬКИЙ;Львівський національний університет імені Івана Франка;282;;Державна;Міністерство освіти і науки України;255;0
Студентський квиток;2021;ЛЬВІВСЬКА ОБЛАСТЬ;ТРУСКАВЕЦЬ;Прикарпатський інститут імені Михайла Грушевського Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";1172;249;Приватна;Без підпорядкування;7;0
Студентський квиток;2021;ЛЬВІВСЬКА ОБЛАСТЬ;ЛЬВІВ;Державний навчальний заклад "Львівське вище професійне художнє училище";1714;;Державна;Департамент освіти і науки Львівської обласної державної адміністрації;2;0
Студентський квиток;2021;ЛЬВІВСЬКА ОБЛАСТЬ;ТРУСКАВЕЦЬ;Фаховий коледж при Прикарпатському інституті імені Михайла Грушевського Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна академія управління персоналом";2591;249;Приватна;Без підпорядкування;1;0
Студентський квиток;2021;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Відокремлений структурний підрозділ "Педагогічний фаховий коледж Львівського національного університету імені Івана Франка";3203;282;Державна;Міністерство освіти і науки України;170;0
Студентський квиток;2021;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський національний університет імені Тараса Шевченка;41;;Державна;Міністерство освіти і науки України;113;1
Студентський квиток;2021;М.КИЇВ;М.КИЇВ;Академія праці, соціальних відносин і туризму;53;;Приватна;Без підпорядкування;2;0
Студентський квиток;2021;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський університет імені Бориса Грінченка;56;;Комунальна;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);24;0
Студентський квиток;2021;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Київський національний університет будівництва і архітектури;127;;Державна;Міністерство освіти і науки України;50;1
Студентський квиток;2021;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київська державна академія декоративно-прикладного мистецтва і дизайну імені Михайла Бойчука;132;;Державна;Міністерство культури України;4;0
Студентський квиток;2021;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Заклад вищої освіти "Міжнародний науково-технічний університет імені академіка Юрія Бугая";195;;Приватна;Без підпорядкування;16;0
Студентський квиток;2021;М.КИЇВ;СОЛОМ''ЯНСЬКИЙ;Національна академія внутрішніх справ;240;;Державна;Міністерство внутрішніх справ України;4;0
Студентський квиток;2021;М.КИЇВ;ГОЛОСІЇВСЬКИЙ;Приватне акціонерне товариство "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";249;;Приватна;Без підпорядкування;6;0
Студентський квиток;2021;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київський національний університет технологій та дизайну;307;;Державна;Міністерство освіти і науки України;20;0
Студентський квиток;2021;М.КИЇВ;ПЕЧЕРСЬКИЙ;Київський національний університет культури і мистецтв;308;;Державна;Міністерство освіти і науки України;16;0
Студентський квиток;2021;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Державний вищий навчальний заклад "Київський національний економічний університет імені Вадима Гетьмана";337;;Державна;Міністерство освіти і науки України;22;0
Студентський квиток;2021;М.КИЇВ;СВЯТОШИНСЬКИЙ;Приватний заклад вищої освіти "Київський міжнародний університет";344;;Приватна;Без підпорядкування;21;0
Студентський квиток;2021;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський коледж зв''язку;464;;Державна;Міністерство освіти і науки України;6;0
Студентський квиток;2021;М.КИЇВ;ПЕЧЕРСЬКИЙ;Приватний заклад вищої освіти "Академія кіно та нових медіа";1268;;Приватна;Без підпорядкування;22;0
Студентський квиток;2021;М.КИЇВ;ДНІПРОВСЬКИЙ;Фаховий коледж "Універсум" Київського університету імені Бориса Грінченка;1430;56;Комунальна;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);3;0
Студентський квиток;2021;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Приватна установа "Університет "Київська школа економіки";3924;;Приватна;Без підпорядкування;5;0
Студентський квиток;2021;М.КИЇВ;ПЕЧЕРСЬКИЙ;Відокремлений структурний підрозділ "Київський фаховий коледж міського господарства Таврійського національного університету імені В.І. Вернадського";3928;892;Державна;Міністерство освіти і науки України;18;0
Студентський квиток;2021;М.КИЇВ;М.КИЇВ;Відокремлений структурний підрозділ "Олімпійський фаховий коледж імені Івана Піддубного Національного університету фізичного виховання і спорту України";5810;180;Державна;Міністерство освіти і науки України;66;0
Студентський квиток;2021;МИКОЛАЇВСЬКА ОБЛАСТЬ;ЗАВОДСЬКИЙ;Миколаївський національний аграрний університет;59;;Державна;Міністерство освіти і науки України;1;0
Студентський квиток;2021;ОДЕСЬКА ОБЛАСТЬ;ОДЕСА;Одеська національна академія харчових технологій;51;;Державна;Міністерство освіти і науки України;28;0
Студентський квиток;2021;ОДЕСЬКА ОБЛАСТЬ;ІЗМАЇЛ;Ізмаїльський державний гуманітарний університет;89;;Державна;Міністерство освіти і науки України;158;0
Студентський квиток;2021;ОДЕСЬКА ОБЛАСТЬ;БІЛГОРОД-ДНІСТРОВСЬКИЙ;Обласна комунальна установа "Білгород-Дністровський медичний фаховий коледж";1074;;Комунальна;Обласна рада;1;0
Студентський квиток;2021;ОДЕСЬКА ОБЛАСТЬ;БЕРЕЗІВКА;Відокремлений структурний підрозділ "Березівське вище професійне училище державного університету "Одеська політехніка";5773;5754;Державна;;47;0
Студентський квиток;2021;ОДЕСЬКА ОБЛАСТЬ;ОДЕСА;Відокремлений структурний підрозділ "Фаховий коледж зв''язку та інформатизації Державного університету інтелектуальних технологій і зв''язку";5845;5780;Державна;Міністерство освіти і науки України;353;0
Студентський квиток;2021;ПОЛТАВСЬКА ОБЛАСТЬ;ПОЛТАВА;Вищий навчальний заклад Укоопспілки "Полтавський університет економіки і торгівлі";123;;Приватна;Укоопспілка;2;0
Студентський квиток;2021;ПОЛТАВСЬКА ОБЛАСТЬ;АВТОЗАВОДСЬКИЙ;Кременчуцький національний університет імені Михайла Остроградського;218;;Державна;Міністерство освіти і науки України;17;0
Студентський квиток;2021;ПОЛТАВСЬКА ОБЛАСТЬ;ХОМУТЕЦЬ;Відокремлений структурний підрозділ "Хомутецький фаховий коледж Полтавської державної аграрної академії";826;27;Державна;Міністерство освіти і науки України;50;0
Студентський квиток;2021;РІВНЕНСЬКА ОБЛАСТЬ;РІВНЕ;Рівненський державний гуманітарний університет;40;;Державна;Міністерство освіти і науки України;0;1
Студентський квиток;2021;РІВНЕНСЬКА ОБЛАСТЬ;РІВНЕ;Приватний вищий навчальний заклад "Міжнародний економіко-гуманітарний університет імені академіка Степана Дем''янчука";215;;Приватна;Без підпорядкування;39;0
Студентський квиток;2021;РІВНЕНСЬКА ОБЛАСТЬ;БЕРЕЗНЕ;Відокремлений структурний підрозділ «Березнівський лісотехнічний фаховий коледж Національного університету водного господарства та природокористування»;383;9;Державна;Міністерство освіти і науки України;16;0
Студентський квиток;2021;СУМСЬКА ОБЛАСТЬ;ШОСТКА;Комунальний заклад Сумської обласної ради "Шосткинський фаховий медичний коледж";859;;Комунальна;Обласна рада;2;0
Студентський квиток;2021;СУМСЬКА ОБЛАСТЬ;ПУТИВЛЬ;Відокремлений структурний підрозділ «Путивльський фаховий коледж Сумського національного аграрного університету»;890;151;Державна;Міністерство освіти і науки України;8;0
Студентський квиток;2021;ТЕРНОПІЛЬСЬКА ОБЛАСТЬ;ТЕРНОПІЛЬ;Тернопiльський національний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України;102;;Державна;Міністерство охорони здоров`я України;195;0
Студентський квиток;2021;ТЕРНОПІЛЬСЬКА ОБЛАСТЬ;ТЕРНОПІЛЬ;Тернопільський національний технічний університет імені Івана Пулюя;166;;Державна;Міністерство освіти і науки України;8;0
Студентський квиток;2021;ТЕРНОПІЛЬСЬКА ОБЛАСТЬ;ТЕРНОПІЛЬ;Західноукраїнський національний університет;171;;Державна;Міністерство освіти і науки України;21;0
Студентський квиток;2021;ТЕРНОПІЛЬСЬКА ОБЛАСТЬ;БЕРЕЖАНИ;Відокремлений підрозділ Національного університету біоресурсів і природокористування України "Бережанський агротехнічний інститут";258;7;Державна;Міністерство освіти і науки України;8;0
Студентський квиток;2021;ХАРКІВСЬКА ОБЛАСТЬ;КИЇВСЬКИЙ;Національний університет цивільного захисту України;71;;Державна;Державна служба України з надзвичайних ситуацій;287;0
Студентський квиток;2021;ХАРКІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Харківський національний університет радіоелектроніки;92;;Державна;Міністерство освіти і науки України;29;0
Студентський квиток;2021;ХАРКІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Харківський національний університет мистецтв імені І.П. Котляревського;98;;Державна;Міністерство культури України;1;0
