personDocumentTypeName;year;region_name;koatuu_name;university_name;university_id;university_parent_id;university_financing_type_name;university_governance_type_name;graduates_fulltime;graduates_partime
Студентський квиток;2015;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький національний медичний університет ім. М. І. Пирогова;20;;Державна;Міністерство охорони здоров`я України;572;0
Студентський квиток;2015;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Дніпровський державний медичний університет;210;;Державна;Міністерство охорони здоров`я України;422;0
Студентський квиток;2015;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Товариство з обмеженою відповідальністю "Дніпровський медичний інститут традиційної і нетрадиційної медицини";864;;Приватна;Без підпорядкування;5;0
Студентський квиток;2015;ДОНЕЦЬКА ОБЛАСТЬ;ЛИМАН;Донецький національний медичний університет;4;;Державна;Міністерство охорони здоров`я України;118;0
Студентський квиток;2015;ЗАКАРПАТСЬКА ОБЛАСТЬ;УЖГОРОД;Державний вищий навчальний заклад "Ужгородський національний університет";207;;Державна;Міністерство освіти і науки України;200;0
Студентський квиток;2015;ЗАПОРІЗЬКА ОБЛАСТЬ;ВОЗНЕСЕНІВСЬКИЙ;Запорізький державний медичний університет;99;;Державна;Міністерство охорони здоров`я України;422;0
Студентський квиток;2015;ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ;ІВАНО-ФРАНКІВСЬК;Івано-Франківський національний медичний університет;285;;Державна;Міністерство охорони здоров`я України;294;0
Студентський квиток;2015;ЛУГАНСЬКА ОБЛАСТЬ;РУБІЖНЕ;Державний заклад "Луганський державний медичний університет";13;;Державна;Міністерство охорони здоров`я України;42;0
Студентський квиток;2015;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Львівський національний медичний університет імені Данила Галицького;121;;Державна;Міністерство охорони здоров`я України;311;0
Студентський квиток;2015;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Товариство з обмеженою відповідальністю "Львівський медичний інститут";1362;;Приватна;Без підпорядкування;19;0
Студентський квиток;2015;М.КИЇВ;М.КИЇВ;ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД "КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ";197;;Приватна;Без підпорядкування;91;0
Студентський квиток;2015;М.КИЇВ;ДАРНИЦЬКИЙ;Приватний вищий навчальний заклад "Міжнародна академія екології та медицини";1292;;Приватна;Без підпорядкування;8;0
Студентський квиток;2015;ОДЕСЬКА ОБЛАСТЬ;ОДЕСА;Одеський національний медичний університет;188;;Державна;Міністерство охорони здоров`я України;390;0
Студентський квиток;2015;ПОЛТАВСЬКА ОБЛАСТЬ;ПОЛТАВА;Українська медична стоматологічна академія;276;;Державна;Міністерство охорони здоров`я України;2;0
Студентський квиток;2015;СУМСЬКА ОБЛАСТЬ;ЗАРІЧНИЙ;Сумський державний університет;168;;Державна;Міністерство освіти і науки України;220;0
Студентський квиток;2015;ТЕРНОПІЛЬСЬКА ОБЛАСТЬ;ТЕРНОПІЛЬ;Тернопiльський національний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України;102;;Державна;Міністерство охорони здоров`я України;375;0
Студентський квиток;2015;ХАРКІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Харківський національний університет імені В.Н. Каразіна;62;;Державна;Міністерство освіти і науки України;76;0
Студентський квиток;2015;ХАРКІВСЬКА ОБЛАСТЬ;ХАРКІВ;Харківський національний медичний університет;300;;Державна;Міністерство охорони здоров`я України;421;0
Студентський квиток;2015;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Буковинський державний медичний університет;85;;Державна;Міністерство охорони здоров`я України;462;0
Студентський квиток;2016;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький національний медичний університет ім. М. І. Пирогова;20;;Державна;Міністерство охорони здоров`я України;1053;2
Студентський квиток;2016;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Волинський фаховий коледж культури і мистецтв імені І.Ф.Стравінського Волинської обласної ради;1039;;Комунальна;Обласна державна адміністрація;69;0
Студентський квиток;2016;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Дніпровський державний медичний університет;210;;Державна;Міністерство охорони здоров`я України;497;0
Студентський квиток;2016;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Товариство з обмеженою відповідальністю "Дніпровський медичний інститут традиційної і нетрадиційної медицини";864;;Приватна;Без підпорядкування;12;0
Студентський квиток;2016;ДОНЕЦЬКА ОБЛАСТЬ;ЛИМАН;Донецький національний медичний університет;4;;Державна;Міністерство охорони здоров`я України;476;0
Студентський квиток;2016;ЖИТОМИРСЬКА ОБЛАСТЬ;КОРОЛЬОВСЬКИЙ;Поліський національний університет;229;;Державна;Міністерство освіти і науки України;39;0
Студентський квиток;2016;ЗАКАРПАТСЬКА ОБЛАСТЬ;УЖГОРОД;Державний вищий навчальний заклад "Ужгородський національний університет";207;;Державна;Міністерство освіти і науки України;253;1
Студентський квиток;2016;ЗАПОРІЗЬКА ОБЛАСТЬ;ВОЗНЕСЕНІВСЬКИЙ;Запорізький державний медичний університет;99;;Державна;Міністерство охорони здоров`я України;566;25
Студентський квиток;2016;ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ;ІВАНО-ФРАНКІВСЬК;Івано-Франківський національний медичний університет;285;;Державна;Міністерство охорони здоров`я України;500;18
Студентський квиток;2016;КИЇВСЬКА ОБЛАСТЬ;БІЛА ЦЕРКВА;Білоцерківський національний аграрний університет;362;;Державна;Міністерство освіти і науки України;16;0
Студентський квиток;2016;ЛУГАНСЬКА ОБЛАСТЬ;РУБІЖНЕ;Державний заклад "Луганський державний медичний університет";13;;Державна;Міністерство охорони здоров`я України;94;0
Студентський квиток;2016;ЛУГАНСЬКА ОБЛАСТЬ;РУБІЖНЕ;Інститут хімічних технологій Східноукраїнського національного університету імені Володимира Даля (м. Рубіжне);38;21;Державна;Міністерство освіти і науки України;7;0
Студентський квиток;2016;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Львівський національний медичний університет імені Данила Галицького;121;;Державна;Міністерство охорони здоров`я України;817;10
Студентський квиток;2016;ЛЬВІВСЬКА ОБЛАСТЬ;ЛИЧАКІВСЬКИЙ;Львівський національний університет ветеринарної медицини та біотехнологій імені С. З. Ґжицького;126;;Державна;Міністерство освіти і науки України;141;0
Студентський квиток;2016;ЛЬВІВСЬКА ОБЛАСТЬ;ФРАНКІВСЬКИЙ;Товариство з обмеженою відповідальністю "Львівський медичний інститут";1362;;Приватна;Без підпорядкування;13;0
Студентський квиток;2016;М.КИЇВ;ПЕЧЕРСЬКИЙ;Національний транспортний університет;24;;Державна;Міністерство освіти і науки України;0;70
Студентський квиток;2016;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Київський національний університет імені Тараса Шевченка;41;;Державна;Міністерство освіти і науки України;1;71
Студентський квиток;2016;М.КИЇВ;М.КИЇВ;ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД "КИЇВСЬКИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ";197;;Приватна;Без підпорядкування;151;12
Студентський квиток;2016;М.КИЇВ;ШЕВЧЕНКІВСЬКИЙ;Національна академія образотворчого мистецтва і архітектури;297;;Державна;Міністерство культури України;0;8
Студентський квиток;2016;М.КИЇВ;СВЯТОШИНСЬКИЙ;Приватний заклад вищої освіти "Київський міжнародний університет";344;;Приватна;Без підпорядкування;8;0
Студентський квиток;2016;М.КИЇВ;ГОЛОСІЇВСЬКИЙ;Київська муніципальна академія музики ім. Р.М. Глієра;1065;;Комунальна;Виконавчий орган Київської міської ради (Київська міська державна адміністрація);0;8
Студентський квиток;2016;М.КИЇВ;ДАРНИЦЬКИЙ;Приватний вищий навчальний заклад "Міжнародна академія екології та медицини";1292;;Приватна;Без підпорядкування;21;0
Студентський квиток;2016;МИКОЛАЇВСЬКА ОБЛАСТЬ;ЦЕНТРАЛЬНИЙ;Чорноморський національний університет імені Петра Могили;265;;Державна;Міністерство освіти і науки України;22;0
Студентський квиток;2016;ОДЕСЬКА ОБЛАСТЬ;КИЇВСЬКИЙ;Одеський державний екологічний університет;179;;Державна;Міністерство освіти і науки України;15;0
Студентський квиток;2016;ОДЕСЬКА ОБЛАСТЬ;ОДЕСА;Одеський національний медичний університет;188;;Державна;Міністерство охорони здоров`я України;549;16
Студентський квиток;2016;ОДЕСЬКА ОБЛАСТЬ;ПРИМОРСЬКИЙ;Міжнародний гуманітарний університет;353;;Приватна;Без підпорядкування;6;0
Студентський квиток;2016;ПОЛТАВСЬКА ОБЛАСТЬ;КИЇВСЬКИЙ;Полтавська державна аграрна академія;27;;Державна;Міністерство освіти і науки України;56;0
Студентський квиток;2016;ПОЛТАВСЬКА ОБЛАСТЬ;ПОЛТАВА;Українська медична стоматологічна академія;276;;Державна;Міністерство охорони здоров`я України;12;0
Студентський квиток;2016;РІВНЕНСЬКА ОБЛАСТЬ;РІВНЕ;Національний університет водного господарства та природокористування;9;;Державна;Міністерство освіти і науки України;0;4
Студентський квиток;2016;СУМСЬКА ОБЛАСТЬ;ЗАРІЧНИЙ;Сумський державний університет;168;;Державна;Міністерство освіти і науки України;202;0
Студентський квиток;2016;ТЕРНОПІЛЬСЬКА ОБЛАСТЬ;ТЕРНОПІЛЬ;Тернопiльський національний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України;102;;Державна;Міністерство охорони здоров`я України;574;1
Студентський квиток;2016;ХАРКІВСЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Харківський національний університет імені В.Н. Каразіна;62;;Державна;Міністерство освіти і науки України;66;0
Студентський квиток;2016;ХАРКІВСЬКА ОБЛАСТЬ;КИЇВСЬКИЙ;Національний фармацевтичний університет;201;;Державна;Міністерство охорони здоров`я України;276;0
Студентський квиток;2016;ХАРКІВСЬКА ОБЛАСТЬ;МАЛА ДАНИЛІВКА;Харківська державна зооветеринарна академія;287;;Державна;Міністерство освіти і науки України;96;0
Студентський квиток;2016;ХАРКІВСЬКА ОБЛАСТЬ;ХАРКІВ;Харківський національний медичний університет;300;;Державна;Міністерство охорони здоров`я України;464;0
Студентський квиток;2016;ЧЕРКАСЬКА ОБЛАСТЬ;ПРИДНІПРОВСЬКИЙ;Черкаський державний технологічний університет;248;;Державна;Міністерство освіти і науки України;0;1
Студентський квиток;2016;ЧЕРНІВЕЦЬКА ОБЛАСТЬ;ШЕВЧЕНКІВСЬКИЙ;Буковинський державний медичний університет;85;;Державна;Міністерство охорони здоров`я України;647;3
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький національний медичний університет ім. М. І. Пирогова;20;;Державна;Міністерство охорони здоров`я України;721;2
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький національний аграрний університет;77;;Державна;Міністерство освіти і науки України;516;38
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький національний технічний університет;137;;Державна;Міністерство освіти і науки України;460;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Приватний вищий навчальний заклад "Вінницький фінансово-економічний університет";143;;Приватна;Без підпорядкування;8;1
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Відокремлений структурний підрозділ закладу вищої освіти "Відкритий міжнародний університет розвитку людини "Україна" Вінницький соціально-економічний інститут;235;217;Приватна;Без підпорядкування;10;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Донецький національний університет імені Василя Стуса;246;;Державна;Міністерство освіти і науки України;613;30
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЗАМОСТЯНСЬКИЙ;Вінницький державний педагогічний університет імені Михайла Коцюбинського;252;;Державна;Міністерство освіти і науки України;585;64
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;БАР;Відокремлений стуктурний підрозділ "Барський фаховий коледж транспорту та будівництва Національного транспортного університету";379;24;Державна;Міністерство освіти і науки України;11;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Відокремлений структурний підрозділ Вінницький фаховий коледж будівництва, архітектури та дизайну Київського національного університету будівництва і архітектури;413;127;Державна;Міністерство освіти і науки України;206;4
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Відокремлений структурний підрозділ "Вінницький фаховий коледж Національного університету харчових технологій";414;47;Державна;Міністерство освіти і науки України;209;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький медичний коледж ім. акад. Д.К. Заболотного;415;;Комунальна;Обласна рада;143;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;СТАРОМІСЬКИЙ;Комунальний заклад вищої освіти "Вінницький гуманітарно-педагогічний коледж";416;;Комунальна;Департамент гуманітарної політики Вінницької обласної державної адміністрації;154;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЗАМОСТЯНСЬКИЙ;Вінницький транспортний коледж;417;;Державна;Міністерство освіти і науки України;135;3
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ГАЙСИН;Гайсинський медичний фаховий коледж;432;;Комунальна;Обласна рада;59;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ІЛЛІНЦІ;Іллінецький державний аграрний коледж;532;;Державна;Міністерство освіти і науки України;99;7
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;КАЛИНІВКА;Калинівський технологічний коледж;535;;Державна;Міністерство освіти і науки України;17;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;МОГИЛІВ-ПОДІЛЬСЬКИЙ;Державний вищий навчальний заклад "Могилів-Подільський монтажно-економічний коледж";666;;Державна;Міністерство освіти і науки України;71;7
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ПОГРЕБИЩЕ;Погребищенський медичний фаховий коледж;709;;Комунальна;Обласна рада;60;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ТУЛЬЧИН;Відокремлений структурний підрозділ «Тульчинський фаховий коледж ветеринарної медицини Білоцерківського національного аграрного університету»;790;362;Державна;Міністерство освіти і науки України;68;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВЕРХІВКА;Відокремлений структурний підрозділ «Верхівський аграрний фаховий коледж Вінницького національного аграрного університету»;871;77;Державна;Міністерство освіти і науки України;21;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЧЕРНЯТИН;Відокремлений структурний підрозділ «Чернятинський фаховий коледж Вінницького національного аграрного університету»;873;77;Державна;Міністерство освіти і науки України;43;4
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛАДИЖИН;Відокремлений структурний підрозділ «Ладижинський фаховий коледж Вінницького національного аграрного університету»;881;77;Державна;Міністерство освіти і науки України;87;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;НЕМИРІВ;Відокремлений структурний підрозділ "Немирівський фаховий коледж будівництва, економіки та дизайну Вінницького національного аграрного університету";884;77;Державна;Міністерство освіти і науки України;37;1
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Відокремлений структурний підрозділ «Технологічно-промисловий фаховий коледж Вінницького національного аграрного університету»;893;77;Державна;Міністерство освіти і науки України;110;1
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;МОГИЛІВ-ПОДІЛЬСЬКИЙ;Могилів-Подільський медичний фаховий коледж;976;;Комунальна;Обласна рада;79;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Вінницький технічний коледж;979;;Державна;Міністерство освіти і науки України;166;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;БАР;Комунальний заклад вищої освіти "Барський гуманітарно-педагогічний коледж імені Михайла Грушевського";999;;Комунальна;Департамент гуманітарної політики Вінницької обласної державної адміністрації;102;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ТУЛЬЧИН;Тульчинський фаховий коледж культури;1107;;Комунальна;Обласна рада;35;2
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Фаховий коледж економіки і права Вінницького кооперативного інституту;1296;256;Приватна;Укоопспілка;41;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Економіко-правовий фаховий коледж Приватного вищого навчального закладу "Вінницький фінансово-економічний університет";1315;143;Приватна;Без підпорядкування;11;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Вінницький торговельно - економічний інститут Київського національного торговельно - економічного університету;1337;196;Державна;Міністерство освіти і науки України;328;26
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Приватний вищий навчальний заклад "Вінницький інститут конструювання одягу і підприємництва";1387;;Приватна;Без підпорядкування;2;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЛЕНІНСЬКИЙ;Структурний підрозділ "Коледж конструювання одягу" Приватного вищого навчального закладу "Вінницький інститут конструювання одягу і підприємництва";1548;1387;Приватна;Без підпорядкування;2;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЗАМОСТЯНСЬКИЙ;Товариство з обмеженою відповідальністю "Вінницький фаховий коледж менеджменту";1729;;Приватна;Без підпорядкування;12;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Відокремлений структурний підрозділ «Вінницький фаховий коледж економіки та підприємництва Західноукраїнського національного університету»;1730;171;Державна;Міністерство освіти і науки України;33;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Відокремлений структурний підрозділ закладу вищої освіти "Відкритий міжнародний університет розвитку людини "Україна" Вінницький фаховий коледж;2629;217;Приватна;Без підпорядкування;4;0
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ЗАМОСТЯНСЬКИЙ;Вінницький навчально-науковий інститут економіки Західноукраїнського національного університету;2786;171;Державна;Міністерство освіти і науки України;29;3
Студентський квиток;2017;ВІННИЦЬКА ОБЛАСТЬ;ВІННИЦЯ;Вінницька філія Приватного вищого навчального закладу "Університет сучасних знань";2805;281;Приватна;Без підпорядкування;0;2
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Волинський національний університет імені Лесі Українки;44;;Державна;Міністерство освіти і науки України;1002;33
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Відокремлений структурний підрозділ закладу вищої освіти "Відкритий міжнародний університет розвитку людини "Україна" Луцький інститут розвитку людини;237;217;Приватна;Без підпорядкування;4;8
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Луцький національний технічний університет;309;;Державна;Міністерство освіти і науки України;537;45
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ВОЛОДИМИР-ВОЛИНСЬКИЙ;Володимир-Волинський педагогічний фаховий коледж ім. А.Ю. Кримського Волинської обласної ради;399;;Комунальна;Управління освіти і науки Волинської обласної державної адміністрації;183;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Відокремлений структурний підрозділ "Волинський фаховий коледж Національного університету харчових технологій";421;47;Державна;Міністерство освіти і науки України;83;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ВОЛОДИМИР-ВОЛИНСЬКИЙ;Володимир-Волинський агротехнічний коледж;422;;Державна;Міністерство освіти і науки України;116;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ГОРОХІВ;Горохівський коледж Львівського національного аграрного університету;439;162;Державна;Міністерство освіти і науки України;42;1
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;КІВЕРЦІ;Ківерцівський фаховий медичний коледж Волинської обласної ради;554;;Комунальна;Обласне управління охорони здоров`я;106;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;КОВЕЛЬ;Відокремлений структурний підрозділ «Ковельський промислово-економічний фаховий коледж Луцького національного технічного університету»;563;309;Державна;Міністерство освіти і науки України;122;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Комунальний заклад вищої освіти "Волинський медичний інститут" Волинської обласної ради;622;;Комунальна;Обласна рада;79;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Комунальний заклад вищої освіти «Луцький педагогічний коледж» Волинської обласної ради;624;;Комунальна;Управління освіти, науки та молоді Волинської обласної державної адміністрації;292;5
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;РОЖИЩЕ;Відокремлений структурний підрозділ «Рожищенський фаховий коледж Львівського національного університету ветеринарної медицини та біотехнологій імені С.З. Гжицького»;736;126;Державна;Міністерство освіти і науки України;50;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Відокремлений структурний підрозділ «Технічний фаховий коледж Луцького національного технічного університету»;778;309;Державна;Міністерство освіти і науки України;128;1
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ШАЦЬК;Державний вищий навчальний заклад "Шацький лісовий коледж ім. В.В.Сулька";857;;Державна;Міністерство освіти і науки України;64;2
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛЮБЕШІВ;Відокремлений структурний підрозділ «Любешівський технічний фаховий коледж Луцького національного технічного університету»;910;309;Державна;Міністерство освіти і науки України;46;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Луцька філія Товариства з обмеженою відповідальністю Львівський медичний фаховий коледж "Монада";1020;950;Приватна;Без підпорядкування;16;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;КОВЕЛЬ;Ковельський фаховий медичний коледж Волинської обласної ради;1025;;Комунальна;Обласна рада;68;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Волинський фаховий коледж культури і мистецтв імені І.Ф.Стравінського Волинської обласної ради;1039;;Комунальна;Обласна державна адміністрація;79;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Відокремлений структурний підрозділ “Фаховий коледж технологій, бізнесу та права Волинського національного університету імені Лесі Українки”;1041;44;Державна;Міністерство освіти і науки України;40;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Волинський інститут імені В''ячеслава Липинського Приватного акціонерного товариства "Вищий навчальний заклад "Міжрегіональна Академія управління персоналом";1184;249;Приватна;Без підпорядкування;2;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Луцький біотехнічний інститут Закладу вищої освіти «Міжнародний науково-технічний університет імені академіка Юрія Бугая»;1226;195;Приватна;Без підпорядкування;3;0
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;НОВОВОЛИНСЬК;Державний вищий навчальний заклад "Нововолинський електромеханічний коледж";1328;;Державна;Міністерство освіти і науки України;75;6
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;ЛУЦЬК;Приватний вищий навчальний заклад "Академія рекреаційних технологій і права";2660;;Приватна;Без підпорядкування;10;1
Студентський квиток;2017;ВОЛИНСЬКА ОБЛАСТЬ;НОВОВОЛИНСЬК;Нововолинський навчально-науковий інститут економіки та менеджменту Західноукраїнського національного університету;2785;171;Державна;Міністерство освіти і науки України;8;1
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Національний технічний університет "Дніпровська політехніка";36;;Державна;Міністерство освіти і науки України;630;26
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Державний вищий навчальний заклад "Придніпровська державна академія будівництва та архітектури";43;;Державна;Міністерство освіти і науки України;303;9
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Дніпровський державний аграрно-економічний університет;80;;Державна;Міністерство освіти і науки України;367;15
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Дніпровський національний університет імені Олеся Гончара;111;;Державна;Міністерство освіти і науки України;1012;17
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Придніпровська державна академія фізичної культури і спорту;124;;Державна;Міністерство освіти і науки України;105;1
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Дніпропетровський регіональний інститут державного управління Національної академії державного управління при Президентові України;125;;Державна;Міністерство освіти і науки України;9;1
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Національна металургійна академія України;134;;Державна;Міністерство освіти і науки України;201;5
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;САКСАГАНСЬКИЙ;Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського;135;;Державна;Міністерство освіти і науки України;85;5
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Дніпропетровський державний університет внутрішніх справ;209;;Державна;Міністерство внутрішніх справ України;214;23
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ДНІПРО;Дніпровський державний медичний університет;210;;Державна;Міністерство охорони здоров`я України;725;0
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Державний вищий навчальний заклад "Український державний хіміко-технологічний університет";216;;Державна;Міністерство освіти і науки України;234;25
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Дніпровський національний університет залізничного транспорту імені академіка В. Лазаряна;280;;Державна;Міністерство освіти і науки України;265;0
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;КРАСНОГВАРДІЙСЬКИЙ;Вищий навчальний приватний заклад "Дніпровський гуманітарний університет";295;;Приватна;Без підпорядкування;108;11
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;СОБОРНИЙ;Приватна установа "Вищий навчальний заклад "Міжнародний гуманітарно-педагогічний інститут "Бейт-Хана";402;;Приватна;Без підпорядкування;6;0
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ПОКРОВСЬКИЙ;Відокремлений структурний підрозділ "Гірничий фаховий коледж Криворізького національного університету";433;919;Державна;Міністерство освіти і науки України;125;1
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;ЦЕНТРАЛЬНИЙ;Дніпровський державний коледж технологій та дизайну;448;;Державна;Міністерство освіти і науки України;42;2
Студентський квиток;2017;ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ;НОВОКОДАЦЬКИЙ;Дніпровський політехнічний коледж;449;;Державна;Міністерство освіти і науки України;115;0
